# gnuplot data for packet timing
# ts	local_ts	difference
1383087281534	1383087281897	363
1383087281544	1383087281907	363
1383087281554	1383087281917	363
1383087281564	1383087281927	363
1383087281574	1383087281937	363
1383087281584	1383087281947	363
1383087281594	1383087281957	363
1383087281604	1383087281967	363
1383087281614	1383087281977	363
1383087281624	1383087281987	363
1383087281634	1383087281997	363
1383087281644	1383087282007	363
1383087281654	1383087282017	363
1383087281664	1383087282027	363
1383087281674	1383087282037	363
1383087281684	1383087282047	363
1383087281694	1383087282057	363
1383087281704	1383087282067	363
1383087281714	1383087282077	363
1383087281724	1383087282087	363
1383087281734	1383087282097	363
1383087281744	1383087282107	363
1383087281754	1383087282117	363
1383087281764	1383087282127	363
1383087281774	1383087282137	363
1383087281784	1383087282147	363
1383087281794	1383087282157	363
1383087281804	1383087282167	363
1383087281814	1383087282177	363
1383087281824	1383087282187	363
1383087281834	1383087282197	363
1383087281844	1383087282207	363
1383087281854	1383087282217	363
1383087281864	1383087282227	363
1383087281874	1383087282237	363
1383087281884	1383087282247	363
1383087281894	1383087282257	363
1383087281904	1383087282267	363
1383087281914	1383087282277	363
1383087281924	1383087282287	363
1383087281934	1383087282297	363
1383087281944	1383087282307	363
1383087281954	1383087282317	363
1383087281964	1383087282327	363
1383087281974	1383087282337	363
1383087281984	1383087282347	363
1383087281994	1383087282357	363
1383087282004	1383087282367	363
1383087282014	1383087282377	363
1383087282024	1383087282387	363
1383087282034	1383087282397	363
1383087282044	1383087282407	363
1383087282054	1383087282417	363
1383087282064	1383087282427	363
1383087282074	1383087282437	363
1383087282084	1383087282447	363
1383087282094	1383087282457	363
1383087282104	1383087282467	363
1383087282114	1383087282477	363
1383087282124	1383087282487	363
1383087282134	1383087282497	363
1383087282144	1383087282507	363
1383087282154	1383087282517	363
1383087282164	1383087282527	363
1383087282174	1383087282537	363
1383087282184	1383087282547	363
1383087282194	1383087282557	363
1383087282204	1383087282567	363
1383087282214	1383087282577	363
1383087282224	1383087282587	363
1383087282234	1383087282597	363
1383087282244	1383087282607	363
1383087282254	1383087282617	363
1383087282264	1383087282627	363
1383087282274	1383087282637	363
1383087282284	1383087282647	363
1383087282294	1383087282657	363
1383087282304	1383087282667	363
1383087282314	1383087282677	363
